team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard_10,fantasy_points_ppr_10,player_id,year
CAR,RB,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BrowSp01,2021
DAL,TE,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BuntIa00,2021
DAL,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BurtDe00,2021
LVR,TE,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BushMa00,2021
CLE,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CageLa01,2021
HOU,WR,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CampJa03,2021
TEN,RB,22,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CartTo01,2021
MIN,WR,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChisDa00,2021
DEN,WR,24,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ClevTy00,2021
CAR,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ColeMa03,2021
JAX,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CottJe00,2021
JAX,RB,25,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,CottNa00,2021
CHI,WR,23,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CoulIs00,2021
SFO,WR,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CracRi00,2021
LAC,QB,35,1,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,-2,DaniCh00,2021
ARI,TE,27,15,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,10,DaniDa02,2021
CLE,TE,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DaviCo04,2021
MIN,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DillBr00,2021
HOU,QB,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DrisJe00,2021
PIT,RB,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EdmuTr00,2021
MIN,TE,25,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ElleBe00,2021
ARI,RB,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FeasTa01,2021
DAL,WR,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FehoSi00,2021
LAC,WR,23,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,FfreMa00,2021
CLE,TE,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForrMi00,2021
GNB,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FortJo02,2021
KAN,WR,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FounDa00,2021
CLE,TE,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FranJo03,2021
DEN,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FulgTr00,2021
SEA,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FullAa01,2021
WAS,WR,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GandAn00,2021
NYG,RB,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GillCu00,2021
KAN,TE,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GrifNa00,2021
JAX,WR,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HammJo00,2021
IND,WR,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HarrDe09,2021
LAR,TE,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HarrJa03,2021
LVR,TE,26,9,1,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,9,HelmDa01,2021
WAS,TE,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HemiTe00,2021
PHI,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,HighJo00,2021
SFO,RB,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HillBr02,2021
BUF,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HodgIs00,2021
TEN,QB,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HogaKe00,2021
CHI,TE,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HoltJ.01,2021
SFO,TE,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HudsTa00,2021
TEN,TE,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IzzoRy00,2021
SEA,RB,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JohnJo06,2021
SFO,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JohnKe06,2021
BUF,RB,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JoneTa00,2021
LAC,TE,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KampHu00,2021
TEN,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KinsMa00,2021
NWE,TE,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LaCoMa00,2021
SEA,TE,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MabrTy00,2021
SFO,WR,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MattJo00,2021
BAL,RB,22,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,McCrNa00,2021
TAM,TE,29,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,McElCo00,2021
MIN,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MitcMy00,2021
MIN,QB,22,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,MondKe00,2021
2TM,WR,26,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,MoorDa03,2021
CLE,WR,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NatsJo00,2021
2TM,RB,25,3,0,0,0,0,1,-3,0,1,1,7,0,0,0,0,0,0,14,OzigDe01,2021
CAR,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ParkAa01,2021
LVR,QB,27,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,PeteNa00,2021
CHI,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PierAr00,2021
DET,TE,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PinkJa02,2021
BAL,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PoljTo00,2021
HOU,TE,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuesPa00,2021
DAL,RB,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RalsNi00,2021
WAS,TE,26,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReyeSa00,2021
CAR,RB,25,16,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,RiccGi00,2021
DEN,QB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RypiBr00,2021
MIA,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ScarJo00,2021
CIN,TE,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SchrMa00,2021
PIT,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SimsSt00,2021
NWE,WR,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SlatMa00,2021
JAX,WR,29,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SmitDe04,2021
LVR,RB,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SmitSu00,2021
NYJ,WR,25,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SmitVy00,2021
BUF,WR,23,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,StevMa00,2021
LVR,WR,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,StonDi00,2021
CAR,TE,25,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SullSt00,2021
CAR,TE,28,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ThomCo03,2021
SEA,WR,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ThomCo04,2021
PHI,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TogiNo00,2021
ATL,WR,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TramAu00,2021
HOU,WR,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VeasJo00,2021
2TM,TE,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WarrKa00,2021
TAM,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WatsJu01,2021
BUF,QB,26,1,0,0,0,0,2,-3,0,0,0,0,0,0,0,0,0,0,-3,WebbDa00,2021
CHI,WR,25,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,WebsNs00,2021
ARI,TE,26,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WellDa00,2021
2TM,RB,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WilkJo01,2021
ATL,RB,23,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,WillAv02,2021
CIN,WR,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WillPo01,2021
CIN,RB,27,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WilsBr01,2021
TAM,TE,26,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,YeldDe00,2021
TEN,RB,25,11,3,0,0,0,3,6,0,2,2,4,0,1,1,0,0,-10,10,BlasKh00,2021
IND,QB,24,1,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,-10,-10,EasoJa00,2021
ATL,TE,24,9,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,-10,-14,FranFe00,2021
TEN,WR,22,9,0,0,0,0,0,0,0,6,2,8,0,1,1,0,0,-10,8,McMaRa00,2021
GNB,WR,26,10,0,0,0,0,0,0,0,3,2,14,0,1,1,0,0,-10,14,TaylMa01,2021
TEN,QB,26,5,0,0,0,0,6,-6,0,0,0,0,0,0,0,0,0,-10,-6,WoodLo00,2021
SFO,WR,32,10,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,-20,-20,BenjTr00,2021
2TM,RB,27,12,0,0,0,0,3,4,0,0,0,0,0,1,1,0,0,-20,-16,CannTr00,2021
LAR,WR,25,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-20,-20,KoskJJ00,2021
LAR,QB,26,3,0,5,0,1,2,-1,0,0,0,0,0,0,0,0,0,-20,-19,WolfJo00,2021
ATL,QB,24,4,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,-30,-32,RoseJo01,2021
DEN,WR,29,15,0,0,0,0,0,0,0,4,1,-3,0,2,2,0,0,-40,-33,SpenDi00,2021
KAN,QB,27,17,17,5250,41,12,61,358,4,1,1,6,0,5,0,1,2,4160,4174,MahoPa00,2022
LVR,RB,24,17,17,0,0,0,340,1653,12,64,53,400,0,3,1,0,0,2750,3283,JacoJo01,2022
2TM,RB,26,17,16,34,1,0,244,1139,8,108,85,741,5,1,0,0,0,2710,3564,McCaCh01,2022
TEN,RB,28,16,16,4,1,0,349,1538,13,41,33,398,0,6,3,0,0,2700,3028,HenrDe00,2022
MIN,WR,23,17,17,34,0,0,4,24,1,184,128,1809,8,0,0,1,0,2410,3687,JeffJu00,2022
LAC,RB,27,17,17,0,0,0,204,915,13,127,107,722,5,5,3,0,0,2660,3727,EkelAu00,2022
BUF,QB,26,16,16,4283,35,14,124,762,7,0,0,0,0,13,5,1,1,3960,3955,AlleJo02,2022
LVR,WR,30,17,17,0,0,0,3,-1,0,180,100,1516,14,1,0,0,0,2360,3355,AdamDa01,2022
KAN,TE,33,17,17,0,0,0,2,5,0,152,110,1338,12,1,1,1,0,2060,3163,KelcTr00,2022
CLE,RB,27,17,17,0,0,0,302,1525,12,37,27,239,1,1,1,1,0,2540,2814,ChubNi00,2022
MIA,WR,28,17,17,0,0,0,7,32,1,170,119,1710,7,1,0,0,0,2280,3472,HillTy00,2022
PHI,QB,24,15,15,3701,22,6,165,760,13,0,0,0,0,9,2,2,0,3780,3780,HurtJa00,2022
PHI,WR,25,17,16,0,0,0,0,0,0,145,88,1496,11,2,2,0,0,2120,2996,BrowAJ00,2022
BUF,WR,29,16,16,0,0,0,1,-3,0,154,108,1429,11,1,0,0,0,2090,3166,DiggSt00,2022
NYG,RB,25,16,16,0,0,0,295,1312,10,76,57,338,0,1,0,1,0,2270,2840,BarkSa00,2022
DAL,WR,23,17,17,0,0,0,10,47,0,156,107,1359,9,0,0,0,0,1950,3016,LambCe00,2022
CIN,QB,26,16,16,4475,35,12,75,257,5,0,0,0,0,6,3,0,3,3510,3507,BurrJo01,2022
DET,RB,27,17,9,0,0,0,262,1066,17,16,12,73,0,3,2,1,0,2140,2259,WillJa06,2022
MIA,WR,24,17,17,0,0,0,3,26,0,117,75,1356,8,1,1,0,0,1840,2592,WaddJa00,2022
DAL,RB,25,16,4,0,0,0,193,1007,9,55,39,371,3,0,0,0,0,2100,2488,PollTo00,2022
MIN,RB,27,17,17,0,0,0,264,1173,8,56,39,295,2,4,4,0,0,1990,2378,CookDa01,2022
PHI,RB,25,17,15,0,0,0,259,1269,11,26,20,78,0,2,2,0,0,1970,2167,SandMi01,2022
SFO,TE,29,15,15,0,0,0,0,0,0,86,60,765,11,1,1,0,0,1410,2005,KittGe00,2022
CLE,WR,28,17,17,0,0,1,0,0,0,132,78,1160,9,0,0,0,0,1680,2460,CoopAm00,2022
NOR,TE,32,16,8,240,2,0,96,575,7,13,9,77,2,2,0,0,0,1370,1458,HillTa00,2022
GNB,RB,28,17,17,0,0,0,213,1121,2,72,59,395,5,5,3,1,0,1900,2486,JoneAa00,2022
DET,WR,23,16,16,0,0,0,9,95,0,146,106,1161,6,0,0,0,0,1620,2676,StxxAm00,2022
PHI,WR,24,17,17,0,0,0,0,0,0,136,95,1196,7,1,1,0,0,1600,2546,SmitDe07,2022
2TM,TE,25,17,14,0,0,0,0,0,0,129,86,914,6,1,1,2,0,1290,2154,HockTJ00,2022
JAX,WR,26,17,17,0,0,0,5,11,0,133,84,1108,8,1,1,0,0,1580,2419,KirkCh01,2022
PIT,RB,24,17,17,4,0,0,272,1034,7,53,41,229,3,3,2,0,0,1820,2235,HarrNa00,2022
CIN,WR,22,12,12,0,0,0,5,8,0,134,87,1046,9,2,2,0,0,1550,2424,ChasJa00,2022
NWE,RB,24,17,7,0,0,0,210,1040,5,88,69,421,1,4,1,0,0,1800,2491,StevRh00,2022
CIN,RB,26,14,14,0,0,0,210,814,7,75,60,441,2,0,0,0,0,1800,2395,MixoJo00,2022
SEA,WR,30,16,16,0,0,0,0,0,0,117,84,1033,9,2,2,0,0,1530,2373,LockTy00,2022
WAS,WR,27,17,17,0,0,0,7,29,0,120,77,1191,5,1,0,0,0,1520,2290,McLaTe00,2022
SEA,RB,22,15,11,0,0,0,228,1050,9,35,27,165,0,0,0,0,0,1760,2025,WalkKe00,2022
SFO,WR,24,17,17,0,0,0,2,23,0,114,78,1015,8,1,1,0,0,1500,2278,AiyuBr00,2022
TAM,WR,29,15,15,0,0,0,0,0,0,127,77,1124,6,0,0,0,0,1480,2254,EvanMi00,2022
SEA,QB,32,17,17,4282,30,11,68,366,1,0,0,0,0,8,4,0,0,3040,3039,SmitGe00,2022
CIN,WR,23,16,14,0,0,0,0,0,0,109,74,1029,7,0,0,1,0,1470,2209,HiggTe00,2022
BAL,TE,27,15,15,0,0,0,3,8,0,113,73,847,5,1,0,1,0,1180,1905,AndrMa00,2022
JAX,RB,23,17,12,0,0,0,220,1125,5,45,35,316,0,5,3,1,0,1700,2051,EtieTr00,2022
DAL,RB,27,15,14,0,0,0,231,876,12,23,17,92,0,0,0,0,0,1690,1858,ElliEz00,2022
JAX,QB,23,17,17,4113,25,8,62,291,5,0,0,0,0,12,9,0,3,2960,2956,LawrTr00,2022
CHI,QB,23,15,15,2242,17,11,160,1143,8,0,0,0,0,16,2,0,1,2960,2960,FielJu00,2022
SEA,WR,25,17,17,0,0,0,0,0,0,141,90,1048,6,2,2,0,0,1370,2268,MetcDK00,2022
DEN,WR,23,15,14,0,0,0,4,40,0,100,67,972,6,0,0,0,0,1370,2042,JeudJe00,2022
CAR,WR,25,17,17,0,0,0,10,53,0,118,63,888,7,0,0,0,0,1360,1991,MoorD.00,2022
MIN,QB,34,17,17,4547,29,14,31,97,2,0,0,0,0,7,3,0,3,2920,2916,CousKi00,2022
JAX,TE,28,17,14,0,0,0,2,13,0,98,73,766,4,0,0,1,0,1040,1769,EngrEv00,2022
NYJ,WR,22,17,12,0,0,0,4,4,0,147,83,1103,4,2,1,0,0,1330,2157,WilsGa00,2022
NYG,QB,25,16,16,3205,15,5,120,708,7,0,0,0,0,6,3,0,2,2890,2890,JoneDa05,2022
NOR,RB,27,15,13,0,0,0,223,897,2,77,57,490,2,4,4,0,0,1550,2117,KamaAl00,2022
ARI,RB,27,13,13,0,0,0,183,782,7,58,46,300,1,3,1,0,0,1540,2002,ConnJa00,2022
TAM,RB,27,16,9,0,0,1,189,668,3,83,73,523,3,0,0,0,0,1530,2261,FourLe00,2022
DET,QB,28,17,17,4438,29,7,29,73,0,1,1,5,0,7,4,1,1,2830,2843,GoffJa00,2022
LAR,WR,29,9,9,0,0,0,9,52,1,98,75,812,6,2,1,0,0,1260,2014,KuppCo00,2022
NOR,WR,22,15,9,0,0,0,0,0,0,119,72,1042,4,2,2,1,0,1260,1982,OlavCh00,2022
CHI,TE,23,17,17,0,0,0,2,9,0,69,50,544,7,1,0,0,0,970,1473,KmetCo00,2022
BUF,WR,23,15,15,0,0,0,0,0,0,93,48,836,7,1,1,0,0,1240,1716,DaviGa01,2022
GNB,WR,23,14,11,0,0,0,7,80,2,66,41,611,7,0,0,0,0,1230,1641,WatsCh00,2022
LAC,QB,24,17,17,4739,25,10,54,147,0,2,2,-10,0,8,3,0,1,2790,2813,HerbJu00,2022
NOR,TE,26,16,12,0,0,0,0,0,0,65,42,508,7,0,0,0,0,930,1348,JohnJu02,2022
TAM,WR,26,15,13,0,0,0,3,5,0,142,104,1023,3,2,2,1,0,1190,2228,GodwCh00,2022
CHI,RB,25,16,16,0,0,0,201,801,5,40,34,316,1,2,2,0,0,1440,1777,MontDa01,2022
DET,RB,23,14,8,0,0,0,99,542,5,70,48,389,3,1,0,1,0,1430,1911,SwifDA00,2022
ATL,RB,22,16,7,0,0,0,210,1035,3,17,16,139,1,0,0,1,0,1430,1594,AllgTy00,2022
IND,WR,25,16,16,0,0,0,3,30,0,141,99,925,4,2,1,0,0,1180,2165,PittMi01,2022
JAX,WR,27,16,15,0,0,0,4,18,0,121,82,823,5,0,0,1,0,1160,1981,JoneZa00,2022
BUF,TE,26,15,15,0,0,0,0,0,0,65,48,517,6,0,0,0,0,880,1357,KnoxDa00,2022
PHI,TE,27,12,12,0,0,0,0,0,0,69,55,702,3,1,1,0,0,860,1412,GoedDa00,2022
TAM,QB,45,17,17,4694,25,9,29,-1,1,1,0,0,0,5,4,0,2,2720,2717,BradTo00,2022
GNB,QB,39,17,17,3695,26,12,34,94,1,0,0,0,0,8,4,0,2,2390,2392,RodgAa00,2022
BAL,QB,25,12,12,2242,17,7,112,764,3,0,0,0,0,5,2,0,1,2360,2361,JackLa00,2022
MIA,QB,24,13,13,3548,25,8,23,70,0,0,0,0,0,6,1,0,0,2310,2309,TagoTu00,2022
DEN,QB,34,15,15,3524,16,11,55,277,3,1,1,1,0,6,2,0,0,2250,2258,WilsRu00,2022
LVR,QB,31,15,15,3522,24,14,24,102,0,0,0,0,0,4,0,0,0,2190,2191,CarrDe02,2022
ARI,QB,25,11,11,2368,14,7,67,418,3,0,0,0,0,8,2,1,3,2010,2005,MurrKy00,2022
DAL,QB,29,12,12,2860,23,15,45,182,1,0,0,0,0,4,1,0,0,1990,1986,PresDa01,2022
ATL,QB,29,13,13,2219,15,9,85,438,4,0,0,0,0,8,3,0,2,1970,1966,MariMa01,2022
HOU,QB,24,15,15,3118,17,15,32,108,2,0,0,0,0,8,3,0,1,1820,1815,MillDa02,2022
NOR,QB,35,14,14,2871,18,9,30,54,0,0,0,0,0,5,1,0,1,1740,1742,DaltAn00,2022
NWE,QB,24,14,14,2997,14,11,47,102,1,0,0,0,0,5,1,0,1,1700,1701,JoneMa05,2022
CLE,QB,30,16,11,2608,12,6,49,243,2,0,0,0,0,6,4,0,0,1690,1686,BrisJa00,2022
SFO,QB,31,11,10,2437,16,4,23,33,2,0,0,0,0,3,2,0,0,1650,1648,GaroJi00,2022
TEN,QB,34,12,12,2536,13,6,34,98,2,0,0,0,0,3,2,0,1,1610,1612,TannRy00,2022
IND,QB,37,12,12,3057,14,13,27,70,1,0,0,0,0,15,5,0,0,1550,1553,RyanMa00,2022
PIT,QB,24,13,12,2404,7,9,55,237,3,0,0,0,0,4,1,0,2,1500,1499,PickKe00,2022
GNB,RB,24,17,3,0,0,0,186,770,7,43,28,206,0,1,0,0,0,1400,1676,DillAJ00,2022
KAN,RB,30,17,0,0,0,0,72,291,1,71,56,512,9,1,1,1,0,1400,1963,McKiJe00,2022
BUF,RB,25,16,16,0,0,0,177,819,5,52,38,280,1,3,3,0,0,1400,1779,SingDe00,2022
MIA,RB,30,16,14,0,0,0,181,891,3,42,31,202,2,1,1,0,0,1370,1683,MostRa00,2022
2TM,RB,27,16,7,0,0,0,176,860,5,37,22,185,1,3,2,0,0,1370,1585,WilsJe01,2022
HOU,RB,22,13,13,0,0,0,220,939,4,39,30,165,1,4,2,0,0,1360,1664,PierDa01,2022
ATL,RB,31,13,11,0,0,0,144,695,8,31,21,122,0,1,1,0,0,1340,1547,PattCo00,2022
LAR,RB,23,15,9,0,0,0,188,786,7,18,13,117,0,2,2,0,0,1280,1413,AkerCa00,2022
2TM,RB,32,13,7,0,0,0,171,760,6,35,27,132,0,1,0,1,0,1270,1542,MurrLa00,2022
CAR,RB,26,17,9,0,0,0,203,914,5,9,5,26,0,1,0,1,0,1260,1310,ForeDO00,2022
KAN,RB,23,17,11,0,0,0,170,830,5,14,13,130,0,4,2,0,0,1220,1350,PachIs00,2022
2TM,QB,27,12,10,2163,10,8,31,89,1,0,0,0,0,9,2,0,0,1210,1214,MayfBa00,2022
WAS,RB,24,15,6,0,0,0,149,546,3,58,46,353,2,1,0,0,0,1200,1659,GibsAn00,2022
IND,RB,23,11,11,0,0,0,192,861,4,40,28,143,0,3,3,0,0,1180,1464,TaylJo02,2022
WAS,QB,29,9,9,1859,12,6,28,96,1,0,0,0,0,7,5,0,0,1160,1160,HeinTa00,2022
GNB,WR,27,15,15,0,0,0,2,0,0,100,60,788,6,0,0,0,0,1150,1748,LazaAl00,2022
PIT,WR,21,17,12,0,0,0,3,24,1,84,52,801,4,0,0,1,0,1150,1665,PickGe00,2022
LAC,WR,28,13,13,0,0,0,0,0,0,93,63,895,4,0,0,0,0,1140,1765,WillMi07,2022
NWE,WR,26,14,13,0,0,0,2,-11,0,96,67,804,6,2,2,1,0,1130,1803,MeyeJa01,2022
WAS,QB,30,8,7,1755,11,9,22,86,1,0,0,0,0,6,1,0,2,1130,1128,WentCa00,2022
WAS,WR,26,17,12,0,0,0,38,187,1,92,64,656,4,1,1,0,0,1120,1763,SamuCu00,2022
SFO,WR,26,13,12,0,0,0,42,232,3,94,56,632,2,3,2,0,0,1120,1684,SamuDe00,2022
MIN,WR,32,17,17,0,0,0,1,4,0,107,70,716,6,0,0,1,0,1100,1800,ThieAd00,2022
CIN,WR,28,16,14,23,0,0,0,0,0,82,58,762,5,0,0,1,0,1090,1671,BoydTy00,2022
CHI,RB,24,13,1,0,0,0,129,731,4,12,9,57,1,0,0,0,0,1090,1178,HerbKh00,2022
LAR,QB,34,9,9,2087,10,8,13,9,1,0,0,0,0,5,3,0,0,1080,1084,StafMa00,2022
ATL,WR,21,17,15,0,0,0,0,0,0,117,72,866,4,3,3,1,0,1070,1786,LondDr00,2022
KAN,WR,26,16,14,0,0,0,0,0,0,101,78,933,3,3,2,0,0,1070,1853,SmitJu00,2022
CLE,WR,23,17,14,0,0,0,1,2,0,96,61,839,3,1,1,0,0,1060,1671,PeopDo00,2022
SFO,QB,23,9,5,1374,13,4,22,13,1,0,0,0,0,0,0,0,0,1060,1063,PurdBr00,2022
CIN,RB,27,16,2,0,0,0,95,394,2,51,38,287,4,0,0,0,0,1040,1421,PeriSa00,2022
WAS,RB,23,12,9,0,0,0,205,797,2,12,9,60,1,2,0,0,0,1040,1127,RobiBr01,2022
LAC,WR,30,10,10,0,0,0,1,8,0,89,66,752,4,1,1,0,0,980,1640,AlleKe00,2022
NYJ,QB,23,9,9,1688,6,7,28,102,1,1,1,2,1,1,1,0,0,980,989,WilsZa00,2022
LVR,WR,29,17,16,4,0,0,4,40,0,94,57,690,4,0,0,0,0,970,1542,HollMa00,2022
LAC,WR,23,16,11,0,0,0,1,4,0,107,72,769,3,1,0,1,0,970,1693,PalmJo00,2022
WAS,WR,22,12,10,0,0,0,2,-7,0,61,35,523,7,0,0,1,0,960,1306,DotsJa00,2022
NYJ,RB,21,7,2,0,0,0,80,463,4,31,19,218,1,1,1,0,0,960,1151,HallBr03,2022
MIN,WR,25,17,9,0,0,0,3,6,0,90,60,650,5,1,0,0,0,960,1556,OsboKJ00,2022
PIT,WR,26,17,17,0,0,0,7,25,0,147,86,882,0,1,0,2,0,950,1807,JohnDi01,2022
DEN,WR,27,15,15,0,0,0,1,5,0,109,64,829,2,0,0,0,0,950,1594,SuttCo00,2022
CLE,RB,27,17,0,0,0,0,123,468,3,44,35,210,1,1,0,0,0,920,1268,HuntKa00,2022
ARI,WR,25,12,10,0,0,0,1,1,0,107,67,709,3,1,0,0,0,890,1560,BrowMa04,2022
HOU,WR,29,13,13,0,0,0,2,7,0,93,57,699,3,0,0,0,0,890,1456,CookBr00,2022
TAM,RB,23,17,8,0,0,0,129,481,1,58,50,290,2,3,3,0,0,890,1391,WhitRa01,2022
ARI,WR,30,9,9,0,0,0,0,0,0,96,64,717,3,2,1,0,0,880,1517,HopkDe00,2022
BAL,RB,28,12,5,0,0,0,109,482,4,26,17,89,1,1,0,0,0,870,1041,DrakKe00,2022
IND,WR,25,17,16,0,0,0,5,58,0,91,63,623,3,1,0,0,0,860,1491,CampPa00,2022
CAR,QB,25,6,6,1143,7,3,26,106,2,0,0,0,0,6,2,0,0,860,863,DarnSa00,2022
DAL,TE,26,15,15,0,0,0,0,0,0,89,57,577,5,1,1,0,0,860,1427,SchuDa00,2022
